dataid,local_15min,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,wellpump1,winecooler1,leg1v,leg2v
3488,2019-08-07 16:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.001,,,,,,0.0,,,0.235,,,,-0.451,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.035,,,,,0.824,,,,,0.005,0.022,,,,122.182,121.813
3488,2019-08-07 16:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,-0.057,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.024,,,,,0.748,,,,,0.005,0.252,,,,122.647,122.333
3488,2019-08-07 17:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.242,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.048,,,,,0.123,,,,,0.005,0.0,,,,122.61,122.32
3488,2019-08-07 17:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.27,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.011,,,,,0.128,,,,,0.005,0.0,,,,122.585,122.48
3488,2019-08-07 17:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.253,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.09,,,,,0.256,,,,,0.005,0.0,,,,122.614,122.404
3488,2019-08-07 17:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,-0.048,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.042,,,,,0.406,,,,,0.005,0.0,,,,122.707,122.545
5997,2019-08-07 17:45:00-05,,,,,,0.014,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.411,,,,,,,,,0.109,,0.061,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.238,,,,0.235,,0.0,,,,122.551,123.046
5997,2019-08-07 17:30:00-05,,,,,,0.022,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,0.302,,,,,,,,,0.071,,0.046,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.242,,,,0.232,,0.0,,,,122.452,122.686
5997,2019-08-07 17:15:00-05,,,,,,0.009,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.083,,-0.04,,,,,,,,,0.017,,0.021,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.577,,,,0.334,,0.0,,,,122.466,122.963
5997,2019-08-07 17:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.089,,-0.372,,,,,,,,,0.109,,0.011,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.983,,,,0.277,,0.001,,,,122.485,123.025
3488,2019-08-07 18:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.504,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.083,,,,,-0.005,,,,,0.005,0.0,,,,121.377,120.919
3488,2019-08-07 18:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.364,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.053,,,,,0.008,,,,,0.005,0.0,,,,121.32,120.917
3488,2019-08-07 18:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.343,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.006,,,,,0.037,,,,,0.004,0.0,,,,121.96,121.634
3488,2019-08-07 18:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,0.402,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.089,,,,,0.106,,,,,0.005,0.0,,,,121.633,121.385
5997,2019-08-07 18:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.528,,,,,,,,,0.042,,0.039,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.004,,,,0.159,,0.001,,,,121.528,121.92
5997,2019-08-07 18:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.812,,,,,,,,,0.113,,0.041,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.029,,,,0.342,,0.001,,,,121.505,122.211
5997,2019-08-07 18:15:00-05,,,,,,0.017,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.863,,,,,,,,,0.074,,0.054,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.089,,,,0.341,,0.001,,,,121.605,122.068
5997,2019-08-07 18:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.082,,0.926,,,,,,,,,0.366,,0.052,,,,,,,,0.002,,,,,,,,,,,,,,,,,0.209,,,,0.339,,0.001,,,,121.394,122.151
3488,2019-08-07 19:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,0.792,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,121.479,121.269
3488,2019-08-07 19:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.23,,,,0.937,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.076,,,,,-0.003,,,,,0.005,-0.001,,,,121.228,121.328
3488,2019-08-07 19:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.232,,,,0.746,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.061,,,,,-0.003,,,,,0.005,-0.001,,,,121.617,121.367
3488,2019-08-07 19:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.368,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,121.935,121.208
5997,2019-08-07 19:45:00-05,,,,,,0.047,,,,,,,,,,,0.0,,,,0.0,,1.791,,,,,0.004,,3.126,,,,,,,,,0.002,,0.046,,,,,,,,-0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.539,,0.36,,,,120.368,121.557
5997,2019-08-07 19:30:00-05,,,,,,0.047,,,,,,,,,,,0.0,,,,0.0,,1.804,,,,,0.004,,2.904,,,,,,,,,0.1,,0.044,,,,,,,,-0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.545,,0.23,,,,120.768,121.729
5997,2019-08-07 19:15:00-05,,,,,,0.066,,,,,,,,,,,0.0,,,,0.0,,1.613,,,,,0.074,,2.669,,,,,,,,,0.11,,0.059,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.05,,,,0.545,,0.0,,,,120.783,121.852
5997,2019-08-07 19:00:00-05,,,,,,0.026,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.086,,0.561,,,,,,,,,0.035,,0.051,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.005,,,,0.179,,0.0,,,,121.865,122.119
3488,2019-08-08 04:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.596,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.077,,,,,-0.003,,,,,0.005,0.0,,,,122.144,122.402
3488,2019-08-08 04:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.307,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,0.0,,,,122.19,121.927
3488,2019-08-08 04:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.451,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.059,,,,,-0.003,,,,,0.005,0.0,,,,122.128,122.189
3488,2019-08-08 04:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.441,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.067,,,,,-0.003,,,,,0.005,0.0,,,,122.334,122.335
5997,2019-08-07 20:45:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,1.178,,,,,,,,,0.107,,0.024,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.54,,0.44,,,,121.753,122.439
5997,2019-08-07 20:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,3.159,,,,,0.004,,4.315,,,,,,,,,0.004,,0.024,,,,,,,,-0.003,,,,,,,,,,,,,,,,,-0.003,,,,0.541,,0.424,,,,121.204,122.26
5997,2019-08-07 20:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,1.805,,,,,0.004,,3.022,,,,,,,,,0.096,,0.024,,,,,,,,-0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.541,,0.406,,,,121.198,122.446
5997,2019-08-07 20:00:00-05,,,,,,0.013,,,,,,,,,,,0.0,,,,0.0,,1.799,,,,,0.004,,3.029,,,,,,,,,0.064,,0.043,,,,,,,,-0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.54,,0.385,,,,120.818,122.025
3488,2019-08-07 20:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.884,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.074,,,,,-0.003,,,,,0.005,-0.001,,,,121.751,121.975
3488,2019-08-07 20:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.786,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,122.169,122.317
3488,2019-08-07 20:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.233,,,,0.937,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.07,,,,,-0.003,,,,,0.005,-0.001,,,,121.823,122.031
3488,2019-08-07 20:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.231,,,,0.861,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.067,,,,,-0.003,,,,,0.005,-0.001,,,,121.386,121.315
5997,2019-08-07 21:45:00-05,,,,,,0.003,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,1.273,,,,,,,,,0.112,,0.02,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.004,,,,0.531,,0.493,,,,121.844,122.445
5997,2019-08-07 21:30:00-05,,,,,,0.022,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,1.234,,,,,,,,,0.029,,0.022,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.004,,,,0.532,,0.483,,,,121.838,122.588
5997,2019-08-07 21:15:00-05,,,,,,0.021,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,1.142,,,,,,,,,0.002,,0.023,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.01,,,,0.535,,0.471,,,,122.381,122.96
5997,2019-08-07 21:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,1.154,,,,,,,,,0.076,,0.024,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.536,,0.455,,,,121.763,122.455
3488,2019-08-07 21:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.926,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.055,,,,,-0.003,,,,,0.005,-0.001,,,,122.077,122.431
3488,2019-08-07 21:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.898,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.08,,,,,-0.003,,,,,0.005,-0.001,,,,121.844,122.319
3488,2019-08-07 21:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.781,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,-0.003,,,,,0.004,-0.001,,,,122.332,122.608
3488,2019-08-07 21:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.933,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.062,,,,,-0.003,,,,,0.005,-0.001,,,,122.169,122.398
5997,2019-08-07 22:45:00-05,,,,,,0.022,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.439,,,,,,,,,0.108,,0.018,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.004,,,,0.221,,0.0,,,,122.79,123.203
5997,2019-08-07 22:30:00-05,,,,,,0.015,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,0.496,,,,,,,,,0.062,,0.018,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.318,,0.013,,,,122.393,122.709
5997,2019-08-07 22:15:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.389,,,,,,,,,0.002,,0.019,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.212,,0.087,,,,122.358,122.466
5997,2019-08-07 22:00:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,1.066,,,,,,,,,0.039,,0.019,,,,,,,,0.002,,,,,,,,,,,,,,,,,-0.003,,,,0.441,,0.504,,,,122.441,122.829
3488,2019-08-07 22:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.321,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.012,,,,,-0.003,,,,,0.004,0.0,,,,122.788,122.538
3488,2019-08-07 22:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.449,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.047,,,,,-0.003,,,,,0.005,0.0,,,,122.29,122.185
3488,2019-08-07 22:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.461,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.085,,,,,-0.003,,,,,0.005,0.0,,,,122.208,122.223
3488,2019-08-07 22:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,0.315,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.007,,,,,-0.003,,,,,0.004,0.0,,,,122.779,122.649
3488,2019-08-08 05:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.24,,,,0.402,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.04,,,,,0.06,,,,,0.005,0.0,,,,123.07,122.772
3488,2019-08-08 05:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,0.478,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.084,,,,,0.031,,,,,0.005,0.0,,,,122.959,122.679
3488,2019-08-08 05:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.234,,,,0.406,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.007,,,,,0.001,,,,,0.005,0.0,,,,122.186,121.948
3488,2019-08-08 05:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.235,,,,0.357,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.05,,,,,-0.004,,,,,0.005,0.0,,,,122.36,122.133
5997,2019-05-06 09:45:00-05,,,,,,0.008,,,,,,,,,,,0.001,,,,0.0,,0.0,,,,,0.085,,-4.028,,,,,,,,,0.002,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,4.405,,,,0.221,,-0.001,,,,123.881,124.302
5997,2019-05-06 09:30:00-05,,,,,,0.024,,,,,,,,,,,0.001,,,,0.0,,-0.001,,,,,0.089,,-5.483,,,,,,,,,0.076,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.965,,,,0.237,,-0.002,,,,124.684,125.237
5997,2019-05-06 09:15:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,0.0,,-0.001,,,,,0.095,,-5.315,,,,,,,,,0.042,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.741,,,,0.231,,-0.001,,,,123.921,124.503
5997,2019-05-06 09:00:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,0.0,,-0.001,,,,,0.001,,-6.411,,,,,,,,,0.002,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,6.642,,,,0.17,,-0.002,,,,124.076,124.412
3488,2019-05-06 09:45:00-05,0.0,,,,,0.065,,,,,,,,,,,0.0,,,,,,0.0,,,0.244,,,,-0.474,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.042,,,,,1.436,,,,,0.005,0.436,,,,123.302,123.022
3488,2019-05-06 09:30:00-05,0.0,,,,,0.061,,,,,,,,,,,0.0,,,,,,0.0,,,0.248,,,,-0.893,,,,,,,,,0.0,0.005,,,,,,,,,,,,,,,,,,,,,0.074,,,,,1.801,,,,,0.005,0.431,,,,123.914,123.91
3488,2019-05-06 09:15:00-05,0.0,,,,,0.042,,,,,,,,,,,0.0,,,,,,0.0,,,0.243,,,,-0.565,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.038,,,,,1.725,,,,,0.004,0.422,,,,123.132,123.22
3488,2019-05-06 09:00:00-05,0.0,,,,,0.07,,,,,,,,,,,0.0,,,,,,-0.001,,,0.243,,,,-0.653,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.039,,,,,1.785,,,,,0.004,0.412,,,,122.973,123.014
5997,2019-08-08 06:45:00-05,,,,,,0.045,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,-1.968,,,,,,,,,0.07,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,2.523,,,,0.302,,0.0,,,,122.549,122.695
5997,2019-08-08 06:30:00-05,,,,,,0.001,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,-1.912,,,,,,,,,0.007,,0.012,,,,,,,,0.001,,,,,,,,,,,,,,,,,2.36,,,,0.368,,0.0,,,,122.549,123.007
5997,2019-08-08 06:15:00-05,,,,,,0.01,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.003,,-0.529,,,,,,,,,0.076,,0.012,,,,,,,,0.002,,,,,,,,,,,,,,,,,1.219,,,,0.531,,0.0,,,,122.317,122.848
5997,2019-08-08 06:00:00-05,,,,,,0.022,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,0.004,,0.086,,,,,,,,,0.108,,0.017,,,,,,,,0.066,,,,,,,,,,,,,,,,,0.54,,,,0.352,,0.0,,,,122.516,122.929
3488,2019-08-08 06:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,-0.057,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.024,,,,,0.397,,,,,0.005,0.0,,,,122.369,122.316
3488,2019-08-08 06:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.17,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.03,,,,,0.275,,,,,0.005,0.0,,,,122.536,122.339
3488,2019-08-08 06:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,0.329,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.17,,,,,0.005,0.0,,,,122.398,122.064
3488,2019-08-08 06:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,0.334,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.013,,,,,0.097,,,,,0.004,0.0,,,,122.629,122.271
3488,2019-08-08 07:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,-0.535,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,1.01,,,,,0.005,0.0,,,,122.658,122.695
3488,2019-08-08 07:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,-0.503,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.034,,,,,0.846,,,,,0.005,0.0,,,,122.807,122.724
3488,2019-08-08 07:15:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.237,,,,-0.252,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.019,,,,,0.688,,,,,0.005,0.0,,,,122.637,122.558
3488,2019-08-08 07:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.236,,,,-0.079,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.086,,,,,0.515,,,,,0.005,0.0,,,,122.336,122.211
5997,2019-08-08 07:45:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-4.982,,,,,,,,,0.102,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.41,,,,0.264,,-0.001,,,,123.291,123.705
5997,2019-08-08 07:30:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.009,,-4.721,,,,,,,,,0.066,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.179,,,,0.32,,-0.001,,,,123.427,123.82
5997,2019-08-08 07:15:00-05,,,,,,0.021,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.004,,-4.202,,,,,,,,,0.009,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,4.731,,,,0.378,,-0.001,,,,123.383,123.716
5997,2019-08-08 07:00:00-05,,,,,,0.017,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-3.623,,,,,,,,,0.106,,0.011,,,,,,,,0.001,,,,,,,,,,,,,,,,,4.278,,,,0.378,,-0.001,,,,122.724,123.108
3488,2019-08-08 08:45:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.239,,,,-1.203,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.579,,,,,0.004,0.0,,,,122.768,123.186
3488,2019-08-08 08:30:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.238,,,,-0.934,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.08,,,,,1.434,,,,,0.005,0.0,,,,122.542,122.576
3488,2019-08-08 08:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.239,,,,-0.944,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.044,,,,,1.303,,,,,0.005,0.0,,,,122.789,122.558
3488,2019-08-08 08:00:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,0.0,,,0.238,,,,-0.752,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.009,,,,,1.155,,,,,0.004,0.0,,,,122.703,122.639
5997,2019-08-08 08:45:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-5.127,,,,,,,,,0.05,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.49,,,,0.217,,-0.001,,,,123.812,124.29
5997,2019-08-08 08:30:00-05,,,,,,0.001,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-5.285,,,,,,,,,0.109,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.793,,,,0.256,,-0.001,,,,123.361,124.044
5997,2019-08-08 08:15:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-5.219,,,,,,,,,0.002,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.665,,,,0.337,,-0.001,,,,123.252,123.841
5997,2019-08-08 08:00:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,0.0,,,,,0.002,,-5.241,,,,,,,,,0.002,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,5.555,,,,0.249,,-0.001,,,,123.273,123.699
3488,2019-08-08 09:45:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.238,,,,-1.57,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.065,,,,,2.002,,,,,0.005,0.0,,,,122.504,122.435
3488,2019-08-08 09:30:00-05,0.0,,,,,0.001,,,,,,,,,,,0.0,,,,,,-0.001,,,0.238,,,,-1.557,,,,,,,,,0.0,0.003,,,,,,,,,,,,,,,,,,,,,0.005,,,,,1.907,,,,,0.004,0.0,,,,122.608,122.55
3488,2019-08-08 09:15:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.236,,,,-1.315,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.07,,,,,1.815,,,,,0.005,0.0,,,,122.257,122.762
3488,2019-08-08 09:00:00-05,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,-0.001,,,0.236,,,,-1.053,,,,,,,,,0.0,0.004,,,,,,,,,,,,,,,,,,,,,0.055,,,,,1.442,,,,,0.005,0.0,,,,122.186,122.762
5997,2019-08-08 09:45:00-05,,,,,,0.002,,,,,,,,,,,0.001,,,,-0.001,,-0.001,,,,,0.002,,-5.967,,,,,,,,,0.006,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,6.234,,,,0.179,,-0.001,,,,123.434,124.178
5997,2019-08-08 09:30:00-05,,,,,,0.003,,,,,,,,,,,0.001,,,,-0.001,,-0.001,,,,,0.002,,-5.618,,,,,,,,,0.108,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,6.12,,,,0.332,,-0.001,,,,123.076,124.051
5997,2019-08-08 09:15:00-05,,,,,,0.022,,,,,,,,,,,0.001,,,,-0.001,,-0.001,,,,,0.002,,-5.72,,,,,,,,,0.045,,0.01,,,,,,,,0.001,,,,,,,,,,,,,,,,,6.137,,,,0.288,,-0.002,,,,123.348,124.123
